# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_11
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
36.729   1039.11
41.9586   996.358
46.9819   958.032
51.8578   923.206
56.6279   891.234
61.3233   861.644
65.9676   834.078
70.58   808.259
75.1759   783.968
79.7683   761.028
84.3683   739.29
88.9854   718.635
93.6281   698.958
98.3046   680.172
103.021   662.201
107.784   644.981
112.599   628.453
117.472   612.568
122.41   597.281
127.415   582.552
132.493   568.347
137.649   554.632
142.888   541.38
148.214   528.565
153.586   516.162
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.567926   1694.8
11.5412   1555.07
20.9236   1448.28
28.7666   1367.64
35.807   1301.24
42.3507   1244.12
48.561   1193.7
54.5379   1148.37
60.3482   1107.08
66.0397   1069.1
71.6476   1033.9
77.1994   1001.05
82.7173   970.248
88.2191   941.232
93.7199   913.801
99.2332   887.782
104.769   863.035
110.339   839.441
115.951   816.898
121.614   795.317
127.335   774.623
133.122   754.747
138.98   735.635
144.915   717.23
150.937   699.487
157.047   682.365
163.254   665.827
169.561   649.84
175.975   634.371
182.312   619.396
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.425077   2711.37
18.9818   2474.51
34.0785   2301.55
46.6638   2171.19
57.9299   2064.14
68.3784   1972.29
78.2776   1891.36
87.7917   1818.73
97.0302   1752.7
106.07   1692.02
114.971   1635.86
123.776   1583.51
132.521   1534.47
141.236   1488.32
149.944   1444.73
158.668   1403.42
167.424   1364.17
176.23   1326.77
185.1   1291.06
194.046   1256.91
203.081   1224.17
212.217   1192.76
221.463   1162.56
230.829   1133.5
240.326   1105.5
249.963   1078.5
259.748   1052.44
269.691   1027.25
279.798   1002.89
290.08   979.32
+KVIDZALine
ID:Z=3 A=7
3	7
30
1.48577   2873.54
19.3756   2646.45
35.3781   2463.89
48.7796   2325.51
60.8014   2211.57
71.965   2113.66
82.5509   2027.27
92.7318   1949.67
102.623   1879.06
112.306   1814.15
121.842   1754.01
131.279   1697.94
140.655   1645.39
150   1595.92
159.341   1549.18
168.7   1504.87
178.096   1462.74
187.547   1422.59
197.068   1384.26
206.673   1347.58
216.376   1312.41
226.187   1278.65
236.119   1246.21
246.182   1214.98
256.386   1184.88
266.742   1155.84
277.26   1127.81
287.946   1100.73
298.814   1074.53
309.303   1049.16
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.29142   3034.04
19.6367   2804.05
36.4332   2613.21
50.5621   2467.76
63.2622   2347.69
75.0698   2244.33
86.2757   2153.03
97.0596   2070.95
107.541   1996.18
117.806   1927.42
127.918   1863.68
137.929   1804.22
147.877   1748.46
157.794   1695.96
167.709   1646.33
177.645   1599.27
187.622   1554.52
197.658   1511.86
207.77   1471.1
217.974   1432.1
228.281   1394.7
238.707   1358.81
249.261   1324.28
259.956   1291.04
270.802   1259.02
281.812   1228.11
292.993   1198.26
304.356   1169.42
315.914   1141.51
327.427   1114.5
+KVIDCutLine
OK:Bragg_line
right
9
2.53197e-09   361.515
4.09247e-08   478.995
3.3023e-07   561.502
0.0182559   1280.77
0.0319824   1442.1
0.0704155   1698.55
0.0323324   2714.4
0.0453307   2887.75
0.0607329   3045.01
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_1021
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_1021
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.35587   350.264
2.38585   336.857
4.56681   311.05
6.31052   292.618
7.84931   277.784
9.26683   265.191
10.6049   254.165
11.8881   244.311
13.1325   235.375
14.3493   227.185
15.5466   219.612
16.7308   212.563
17.9067   205.964
19.0784   199.76
20.2494   193.901
21.4224   188.35
22.6001   183.077
23.7844   178.053
24.9776   173.258
26.1811   168.67
27.3969   164.273
28.6263   160.054
29.8708   155.997
31.1317   152.093
32.4103   148.33
33.7079   144.701
35.0257   141.197
36.3648   137.81
37.7264   134.534
38.2278   131.363
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.36504   471.005
3.22089   447.456
5.9331   416.396
8.18015   393.26
10.1929   374.296
12.0631   358.019
13.8385   343.658
15.5483   330.75
17.2115   318.992
18.8419   308.174
20.4495   298.139
22.0422   288.772
23.6261   279.983
25.2066   271.699
26.7877   263.862
28.3733   256.423
29.9666   249.344
31.5702   242.59
33.1869   236.132
34.8191   229.945
36.4687   224.009
38.138   218.305
39.8287   212.814
41.5427   207.524
43.2817   202.42
45.0475   197.492
46.8415   192.729
48.6654   188.121
50.5209   183.661
51.8921   179.339
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.966952   561.399
3.42951   530.407
6.57403   494.816
9.20458   468.017
11.5727   445.925
13.78   426.89
15.8805   410.048
17.9071   394.875
19.8816   381.029
21.8194   368.265
23.7324   356.411
25.6296   345.331
27.518   334.92
29.4036   325.098
31.2917   315.795
33.1864   306.959
35.0913   298.541
37.01   290.503
38.9455   282.812
40.9005   275.438
42.8777   268.358
44.8793   261.548
46.9078   254.991
48.9653   248.668
51.0538   242.566
53.1754   236.669
55.332   230.966
57.5256   225.448
59.7582   220.101
61.3015   214.918
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.796899   1298.48
9.98814   1175.96
17.3386   1090.4
23.3705   1027.21
28.7367   975.743
33.697   931.817
38.387   893.24
42.8881   858.704
47.2544   827.359
51.524   798.608
55.7247   772.02
59.8783   747.269
64.0021   724.102
68.11   702.32
72.2136   681.759
76.3231   662.287
80.4471   643.791
84.5931   626.18
88.7682   609.373
92.9784   593.303
97.2294   577.908
101.527   563.138
105.875   548.948
110.279   535.295
114.744   522.145
119.272   509.466
123.87   497.227
128.541   485.405
133.288   473.975
137.431   462.916
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.504223   1467.85
10.6034   1335.01
18.8456   1239.5
25.6447   1168.51
31.7092   1110.5
37.3237   1060.89
42.638   1017.24
47.7424   978.108
52.697   942.555
57.5444   909.914
62.3155   879.706
67.0349   851.563
71.7218   825.205
76.3919   800.406
81.0584   776.986
85.7326   754.794
90.4243   733.706
95.1419   713.618
99.8931   694.44
104.686   676.093
109.526   658.512
114.419   641.639
119.37   625.422
124.387   609.815
129.473   594.778
134.633   580.276
139.872   566.275
145.196   552.745
150.607   539.662
156.054   527
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.577068   1730.29
11.7285   1587.65
21.2628   1478.62
29.2328   1396.29
36.3871   1328.5
43.0367   1270.19
49.3473   1218.71
55.4209   1172.43
61.3252   1130.28
67.1085   1091.51
72.807   1055.57
78.4486   1022.03
84.0556   990.589
89.6462   960.967
95.2359   932.962
100.838   906.399
106.463   881.135
112.124   857.048
117.826   834.033
123.58   812.002
129.393   790.874
135.273   770.583
141.225   751.07
147.257   732.28
153.375   714.166
159.584   696.687
165.89   679.802
172.299   663.481
178.816   647.69
185.237   632.4
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.431896   2768.16
19.2897   2526.33
34.6308   2349.76
47.4199   2216.67
58.8682   2107.38
69.4858   2013.62
79.545   1930.99
89.2129   1856.85
98.6005   1789.42
107.787   1727.49
116.831   1670.15
125.779   1616.71
134.664   1566.64
143.52   1519.52
152.369   1475.03
161.233   1432.85
170.132   1392.77
179.079   1354.6
188.092   1318.14
197.183   1283.28
206.363   1249.86
215.646   1217.78
225.041   1186.95
234.559   1157.29
244.209   1128.71
254.001   1101.14
263.943   1074.53
274.046   1048.81
284.316   1023.94
294.763   999.883
+KVIDZALine
ID:Z=3 A=7
3	7
30
1.50978   2933.72
19.6901   2701.88
35.9517   2515.5
49.57   2374.23
61.7864   2257.9
73.1305   2157.94
83.8876   2069.75
94.2331   1990.54
104.284   1918.44
114.124   1852.17
123.814   1790.77
133.403   1733.54
142.93   1679.88
152.426   1629.38
161.918   1581.66
171.428   1536.42
180.976   1493.41
190.579   1452.44
200.254   1413.29
210.014   1375.85
219.873   1339.94
229.841   1305.49
239.933   1272.36
250.159   1240.47
260.528   1209.75
271.05   1180.1
281.737   1151.49
292.596   1123.83
303.639   1097.08
314.248   1071.19
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.31226   3097.6
19.9553   2862.77
37.024   2667.94
51.3815   2519.46
64.2871   2396.87
76.2857   2291.35
87.673   2198.14
98.6306   2114.34
109.281   2038.02
119.713   1967.82
129.989   1902.75
140.161   1842.04
150.269   1785.13
160.347   1731.53
170.422   1680.85
180.517   1632.81
190.656   1587.12
200.854   1543.57
211.13   1501.97
221.497   1462.14
231.971   1423.97
242.564   1387.31
253.289   1352.07
264.156   1318.13
275.177   1285.44
286.364   1253.89
297.725   1223.41
309.272   1193.96
321.014   1165.48
332.68   1137.9
+KVIDCutLine
OK:Bragg_line
right
9
1.41437e-09   369.085
3.89144e-08   489.027
3.34419e-07   573.263
0.0185458   1307.59
0.0324904   1472.29
0.0715338   1734.12
0.0328439   2771.25
0.046048   2948.23
0.0616939   3108.79
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_1022
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_1022
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.37645   346.699
2.4202   333.437
4.63221   307.885
6.40091   289.635
7.96184   274.947
9.39982   262.477
10.7572   251.56
12.0591   241.803
13.3216   232.955
14.5561   224.845
15.7709   217.347
16.9724   210.367
18.1655   203.834
19.3545   197.69
20.5428   191.889
21.7331   186.393
22.9281   181.172
24.13   176.199
25.3409   171.45
26.5623   166.908
27.7962   162.554
29.044   158.377
30.307   154.36
31.5869   150.495
32.8847   146.77
34.2018   143.177
35.5395   139.707
36.8988   136.354
38.281   133.11
38.9273   129.971
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.38511   466.213
3.2665   442.908
6.01738   412.156
8.29665   389.247
10.3384   370.47
12.2355   354.353
14.0366   340.134
15.7712   327.353
17.4585   315.712
19.1127   304.999
20.7438   295.064
22.3598   285.79
23.967   277.086
25.5706   268.884
27.175   261.125
28.7841   253.76
30.4008   246.75
32.0282   240.063
33.6689   233.668
35.3253   227.543
36.9996   221.666
38.6938   216.017
40.4098   210.582
42.1495   205.344
43.9146   200.291
45.7069   195.412
47.5279   190.696
49.3794   186.134
51.263   181.718
52.7977   177.438
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.981316   555.679
3.4778   525.009
6.66709   489.771
9.33531   463.238
11.7374   441.363
13.9765   422.517
16.1075   405.841
18.1633   390.818
20.1665   377.107
22.1327   364.471
24.0735   352.732
25.9984   341.761
27.9145   331.454
29.8279   321.728
31.7437   312.519
33.6662   303.769
35.5993   295.434
37.5465   287.476
39.5107   279.861
41.4948   272.56
43.5014   265.55
45.5329   258.808
47.5917   252.315
49.6801   246.055
51.7999   240.013
53.9534   234.175
56.1426   228.529
58.3694   223.065
60.6356   217.773
62.3449   212.642
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.809023   1285.34
10.1296   1164.05
17.5853   1079.33
23.7038   1016.75
29.1475   965.792
34.1796   922.296
38.9375   884.097
43.5041   849.901
47.934   818.863
52.2658   790.393
56.528   764.066
60.7424   739.558
64.9268   716.619
69.0951   695.051
73.2592   674.692
77.4294   655.41
81.6143   637.098
85.8219   619.66
90.0589   603.019
94.3317   587.107
98.6462   571.864
103.008   557.24
107.421   543.189
111.891   529.672
116.423   516.653
121.02   504.098
125.687   491.982
130.428   480.277
135.247   468.961
139.795   458.011
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.512159   1452.98
10.7529   1321.48
19.1132   1226.91
26.0099   1156.61
32.1617   1099.18
37.8575   1050.04
43.2487   1006.82
48.4273   968.08
53.4541   932.875
58.372   900.555
63.2129   870.644
68.0014   842.777
72.7571   816.678
77.4958   792.123
82.2311   768.933
86.9744   746.96
91.7353   726.08
96.523   706.189
101.345   687.2
106.209   669.034
111.121   651.628
116.087   634.921
121.113   618.865
126.205   603.412
131.366   588.524
136.604   574.165
141.923   560.302
147.326   546.908
152.819   533.955
158.407   521.418
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.585801   1712.74
11.8928   1571.54
21.5634   1463.59
29.6478   1382.07
36.9052   1314.94
43.6507   1257.21
50.0527   1206.23
56.2144   1160.41
62.2045   1118.67
68.0722   1080.28
73.854   1044.7
79.578   1011.49
85.2672   980.355
90.94   951.024
96.6121   923.295
102.296   896.993
108.006   871.978
113.749   848.128
119.536   825.341
125.376   803.526
131.276   782.608
137.243   762.517
143.285   743.198
149.407   724.594
155.616   706.659
161.92   689.352
168.32   672.636
174.826   656.476
181.442   640.842
188.095   625.704
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.438637   2740.1
19.5827   2500.46
35.1562   2325.52
48.1398   2193.66
59.7634   2085.38
70.5443   1992.5
80.759   1910.64
90.5771   1837.2
100.111   1770.4
109.442   1709.05
118.628   1652.25
127.717   1599.31
136.745   1549.72
145.741   1503.06
154.732   1458.98
163.74   1417.21
172.782   1377.51
181.875   1339.7
191.035   1303.6
200.274   1269.06
209.606   1235.97
219.043   1204.2
228.593   1173.67
238.27   1144.3
248.082   1115.99
258.038   1088.7
268.149   1062.34
278.422   1036.88
288.868   1012.26
298.529   988.428
+KVIDZALine
ID:Z=3 A=7
3	7
30
0.380662   2916.21
19.9655   2674.48
36.4596   2489.93
50.2735   2350.06
62.666   2234.87
74.1741   2135.89
85.0871   2048.56
95.5827   1970.12
105.78   1898.74
115.763   1833.12
125.595   1772.33
135.325   1715.65
144.992   1662.53
154.627   1612.53
164.259   1565.27
173.91   1520.47
183.6   1477.89
193.345   1437.32
203.163   1398.56
213.069   1361.47
223.074   1325.93
233.193   1291.81
243.436   1259.02
253.815   1227.44
264.339   1197.02
275.021   1167.67
285.868   1139.34
296.892   1111.96
308.102   1085.47
319.246   1059.84
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.33157   3066.14
20.2484   2833.55
37.5693   2640.58
52.1402   2493.51
65.2385   2372.08
77.4169   2267.58
88.9755   2175.25
100.099   2092.26
110.912   2016.66
121.501   1947.14
131.935   1882.69
142.263   1822.57
152.526   1766.2
162.76   1713.11
172.991   1662.94
183.244   1615.34
193.54   1570.1
203.899   1526.97
214.335   1485.77
224.867   1446.34
235.506   1408.53
246.267   1372.23
257.163   1337.33
268.203   1303.73
279.401   1271.35
290.768   1240.11
302.313   1209.94
314.048   1180.78
325.98   1152.57
337.329   1125.27
+KVIDCutLine
OK:Bragg_line
right
9
1.01772e-09   365.351
4.13074e-08   484.065
3.42367e-07   567.432
0.0188615   1294.37
0.0330434   1457.39
0.0727506   1716.52
0.0334197   2743.16
0.0468549   2918.32
0.0627749   3077.22
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_1023
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_1023
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.36393   333.973
2.39869   321.195
4.59113   296.583
6.34415   279.005
7.89121   264.857
9.3164   252.847
10.6618   242.33
11.9519   232.933
13.2032   224.411
14.4266   216.599
15.6305   209.377
16.8213   202.654
18.0038   196.361
19.1821   190.443
20.3597   184.856
21.5394   179.562
22.7236   174.533
23.9147   169.743
25.1146   165.168
26.3251   160.793
27.5478   156.6
28.7842   152.576
30.036   148.707
31.3042   144.984
32.5903   141.396
33.8955   137.935
35.221   134.593
36.568   131.363
37.9377   128.239
38.5393   125.215
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.37269   449.1
3.23768   426.649
5.96422   397.028
8.22327   374.963
10.2469   356.876
12.1271   341.352
13.9121   327.656
15.6312   315.346
17.3036   304.133
18.943   293.814
20.5594   284.244
22.161   275.311
23.7538   266.928
25.343   259.028
26.933   251.553
28.5275   244.459
30.1298   237.707
31.7426   231.266
33.3685   225.107
35.01   219.208
36.6692   213.547
38.348   208.106
40.0485   202.87
41.7725   197.825
43.5216   192.957
45.2976   188.258
47.1023   183.715
48.9369   179.322
50.8033   175.068
52.2851   170.946
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.972475   535.284
3.44719   505.738
6.60828   471.796
9.25283   446.238
11.6336   425.168
13.8528   407.015
15.9648   390.952
18.0024   376.483
19.9876   363.277
21.9361   351.105
23.8598   339.799
25.7673   329.231
27.6663   319.303
29.5626   309.935
31.4611   301.064
33.3664   292.637
35.2821   284.608
37.2118   276.943
39.1582   269.608
41.1245   262.575
43.1131   255.823
45.1262   249.329
47.1664   243.076
49.2358   237.046
51.3365   231.226
53.4705   225.602
55.6398   220.164
57.8463   214.901
60.092   209.802
61.7467   204.86
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.801653   1238.14
10.0403   1121.31
17.4298   1039.7
23.494   979.426
28.8892   930.346
33.8765   888.451
38.592   851.658
43.1179   818.72
47.5082   788.824
51.8013   761.403
56.0252   736.046
60.2021   712.44
64.3488   690.345
68.4797   669.57
72.6064   649.96
76.7391   631.389
80.8864   613.75
85.0561   596.954
89.255   580.925
93.4893   565.599
97.7648   550.916
102.086   536.83
106.46   523.297
110.89   510.277
115.38   497.735
119.936   485.643
124.56   473.972
129.259   462.699
134.034   451.797
138.457   441.251
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.50742   1399.63
10.6582   1272.95
18.9443   1181.87
25.7799   1114.16
31.877   1058.84
37.522   1011.51
42.8652   969.883
47.9976   932.564
52.9794   898.656
57.8534   867.526
62.6511   838.714
67.3966   811.873
72.1097   786.735
76.806   763.084
81.4986   740.747
86.1992   719.582
90.9175   699.471
95.662   680.312
100.441   662.021
105.26   644.524
110.128   627.757
115.049   611.665
120.03   596.2
125.076   581.316
130.191   566.976
135.381   553.144
140.651   539.792
146.006   526.89
151.449   514.413
156.98   502.337
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.580477   1649.86
11.7884   1513.84
21.3732   1409.86
29.3859   1331.34
36.5788   1266.68
43.2643   1211.07
49.6093   1161.97
55.716   1117.84
61.6527   1077.64
67.4679   1040.66
73.198   1006.38
78.8708   974.402
84.509   944.41
90.1309   916.158
95.752   889.449
101.386   864.116
107.043   840.022
112.735   817.05
118.47   795.1
124.257   774.088
130.104   753.939
136.017   734.588
142.004   715.978
148.071   698.059
154.225   680.784
160.47   664.114
166.813   648.012
173.26   632.446
179.815   617.387
186.376   602.806
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.434594   2639.49
19.4107   2408.65
34.8461   2240.14
47.7145   2113.14
59.2346   2008.85
69.9195   1919.37
80.0432   1840.54
89.7736   1769.8
99.2225   1705.46
108.469   1646.37
117.574   1591.66
126.581   1540.67
135.528   1492.9
144.444   1447.95
153.354   1405.5
162.28   1365.27
171.241   1327.03
180.252   1290.61
189.33   1255.83
198.486   1222.56
207.734   1190.69
217.084   1160.09
226.55   1130.69
236.139   1102.39
245.861   1075.13
255.727   1048.84
265.746   1023.46
275.926   998.928
286.276   975.21
295.697   952.259
+KVIDZALine
ID:Z=3 A=7
3	7
30
0.377119   2809.14
19.7903   2576.28
36.1383   2398.53
49.8295   2263.8
62.1118   2152.85
73.5174   2057.51
84.3331   1973.41
94.7352   1897.85
104.841   1829.09
114.735   1765.89
124.479   1707.34
134.122   1652.74
143.703   1601.58
153.251   1553.41
162.797   1507.89
172.36   1464.75
181.963   1423.73
191.62   1384.64
201.35   1347.31
211.166   1311.6
221.082   1277.36
231.108   1244.5
241.259   1212.91
251.544   1182.5
261.973   1153.2
272.558   1124.93
283.307   1097.63
294.231   1071.26
305.338   1045.75
316.29   1021.06
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.31962   2953.58
20.0565   2729.68
37.2156   2543.88
51.6499   2402.26
64.6249   2285.35
76.6886   2184.71
88.1378   2095.81
99.1558   2015.89
109.865   1943.1
120.354   1876.14
130.686   1814.09
140.915   1756.19
151.08   1701.9
161.214   1650.78
171.346   1602.47
181.498   1556.64
191.694   1513.06
201.951   1471.53
212.285   1431.85
222.712   1393.87
233.246   1357.46
243.9   1322.51
254.687   1288.89
265.618   1256.53
276.703   1225.34
287.955   1195.25
299.383   1166.2
310.998   1138.12
322.81   1110.95
334.729   1084.65
+KVIDCutLine
OK:Bragg_line
right
9
1.20382e-09   351.934
3.92961e-08   466.292
3.38429e-07   546.602
0.0186804   1246.84
0.0327261   1403.87
0.0720524   1653.5
0.0330943   2642.44
0.0463986   2811.17
0.0621636   2964.24
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_1024
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_1024
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.36896   349.469
2.41015   336.088
4.61356   310.343
6.37511   291.958
7.9296   277.161
9.36153   264.599
10.7131   253.6
12.0094   243.772
13.2663   234.858
14.4953   226.688
15.7046   219.134
16.9006   212.102
18.0884   205.521
19.2718   199.33
20.4544   193.486
21.6392   187.951
22.8285   182.69
24.0245   177.68
25.2294   172.895
26.4449   168.319
27.6727   163.933
28.9141   159.723
30.1708   155.677
31.4441   151.783
32.7352   148.029
34.0455   144.409
35.376   140.914
36.7282   137.534
38.103   134.267
38.5194   131.103
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.37867   469.935
3.25423   446.436
5.99432   415.453
8.26436   392.375
10.2976   373.458
12.1868   357.222
13.9803   342.896
15.7073   330.021
17.3874   318.292
19.0341   307.5
20.6579   297.491
22.2665   288.148
23.8664   279.38
25.4626   271.116
27.0595   263.298
28.6608   255.879
30.2699   248.817
31.8895   242.08
33.5222   235.638
35.1704   229.467
36.8363   223.545
38.5219   217.854
40.2293   212.377
41.96   207.1
43.716   202.009
45.4989   197.093
47.3104   192.341
49.1521   187.744
51.0255   183.295
52.3104   178.984
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.976496   560.129
3.4652   529.203
6.64208   493.699
9.29957   466.967
11.6918   444.929
13.9217   425.942
16.0435   409.141
18.0905   394.007
20.0849   380.194
22.0424   367.462
23.9747   355.637
25.8907   344.584
27.7981   334.2
29.7026   324.402
31.6094   315.123
33.5229   306.308
35.4468   297.911
37.3846   289.892
39.3392   282.22
41.3135   274.865
43.3101   267.802
45.3314   261.009
47.3798   254.468
49.4574   248.161
51.5663   242.073
53.7086   236.19
55.8862   230.502
58.1011   224.996
60.3553   219.663
61.8149   214.493
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.804571   1295.48
10.0916   1173.26
17.5172   1087.91
23.6105   1024.87
29.0313   973.541
34.0421   929.727
38.7794   891.248
43.326   856.8
47.7364   825.534
52.0488   796.855
56.2917   770.335
60.4869   745.646
64.6518   722.538
68.8007   700.81
72.9452   680.3
77.0955   660.877
81.2604   642.427
85.4475   624.86
89.6638   608.096
93.9155   592.066
98.208   576.709
102.548   561.975
106.939   547.819
111.386   534.2
115.894   521.083
120.467   508.434
125.109   496.226
129.826   484.433
134.619   473.031
138.506   461.999
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.508896   1464.48
10.7134   1331.94
19.0402   1236.67
25.9087   1165.86
32.0348   1108.01
37.7064   1058.51
43.0744   1014.96
48.2305   975.939
53.2351   940.476
58.1311   907.918
62.9501   877.784
67.7169   849.713
72.4506   823.42
77.1673   798.684
81.8802   775.322
86.6008   753.186
91.3391   732.151
96.1035   712.113
100.901   692.982
105.741   674.681
110.629   657.143
115.57   640.312
120.571   624.136
125.637   608.567
130.772   593.567
135.982   579.1
141.272   565.133
146.647   551.637
152.11   538.586
157.516   525.954
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.582656   1726.33
11.851   1584
21.4831   1475.25
29.5346   1393.13
36.7618   1325.51
43.4789   1267.35
49.8535   1216
55.9885   1169.83
61.9523   1127.79
67.7939   1089.12
73.5496   1053.26
79.2477   1019.81
84.9108   988.447
90.5572   958.899
96.2026   930.964
101.86   904.467
107.542   879.266
113.257   855.239
119.017   832.282
124.827   810.304
130.698   789.228
136.635   768.989
142.646   749.523
148.737   730.78
154.915   712.711
161.184   695.274
167.552   678.432
174.023   662.15
180.603   646.397
186.958   631.144
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.435938   2761.79
19.4912   2520.52
34.9895   2344.4
47.9089   2211.64
59.4738   2102.62
70.199   2009.1
80.3601   1926.68
90.1255   1852.73
99.6077   1785.47
108.887   1723.7
118.022   1666.5
127.058   1613.19
136.033   1563.26
144.977   1516.26
153.914   1471.87
162.867   1429.8
171.853   1389.82
180.889   1351.75
189.99   1315.38
199.17   1280.6
208.442   1247.26
217.815   1215.27
227.303   1184.52
236.913   1154.92
246.657   1126.41
256.544   1098.92
266.583   1072.37
276.783   1046.72
287.153   1021.91
297.628   997.906
+KVIDZALine
ID:Z=3 A=7
3	7
30
1.525   2926.99
19.8833   2695.83
36.3043   2509.97
50.0554   2369.1
62.3901   2253.11
73.8437   2153.42
84.7041   2065.48
95.1484   1986.48
105.295   1914.58
115.227   1848.5
125.009   1787.27
134.688   1730.18
144.304   1676.68
153.888   1626.31
163.468   1578.72
173.066   1533.6
182.701   1490.71
192.392   1449.84
202.155   1410.8
212.002   1373.45
221.95   1337.65
232.008   1303.28
242.19   1270.24
252.506   1238.43
262.966   1207.78
273.581   1178.21
284.362   1149.67
295.315   1122.09
306.454   1095.4
317.657   1069.59
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.32536   3090.5
20.1646   2856.21
37.4086   2661.86
51.9128   2513.75
64.9498   2391.47
77.0702   2286.21
88.5728   2193.24
99.641   2109.65
110.4   2033.52
120.936   1963.5
131.315   1898.58
141.588   1838.03
151.798   1781.26
161.977   1727.8
172.151   1677.26
182.348   1629.33
192.586   1583.75
202.885   1540.31
213.262   1498.81
223.732   1459.09
234.309   1421.01
245.006   1384.44
255.835   1349.29
266.808   1315.45
277.937   1282.82
289.232   1251.35
300.704   1220.95
312.363   1191.58
324.219   1163.15
335.759   1135.65
+KVIDCutLine
OK:Bragg_line
right
9
1.08416e-09   368.232
3.96673e-08   487.907
3.37208e-07   571.96
0.0187014   1304.57
0.0327632   1468.9
0.0721348   1730.14
0.0331084   2764.88
0.0464187   2941.47
0.0621908   3101.68
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_1031
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_1031
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.29473   339.972
2.28678   326.924
4.37884   301.908
6.0507   284.045
